epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
53,5.196404396806445,0.6773387896825397,37.87645123799642,0.0,1.1418892128279885e-05,721.9177510738373
54,5.169676830030623,0.6775694444444444,39.97268056233724,0.0,1.1241749271137027e-05,732.4609835147858
55,5.137390668676013,0.6782018849206349,38.72673283894857,0.0,1.1080000000000002e-05,737.3289155960083
56,5.109673465603874,0.6783804563492063,38.04256304423014,0.0,1.0932944606413994e-05,736.7216999530792
57,5.083359197434925,0.6788045634920635,37.681465479532875,0.0,1.07998833819242e-05,736.720915555954
58,5.05142267982165,0.6787847222222222,36.260699106852215,0.0,1.0680116618075803e-05,721.7838215827942
59,5.028446911516644,0.6793253968253968,38.171990915934245,0.0,1.0572944606413994e-05,722.8367695808411
60,4.998442617995399,0.680109126984127,37.1949267578125,0.0,1.0477667638483965e-05,724.8054797649384
61,4.975122606981368,0.6799925595238095,37.967748743693036,0.0,1.0393586005830905e-05,722.7091684341431
62,4.94963226386479,0.6805084325396825,37.49111228942871,0.0,1.0320000000000001e-05,723.8877985477448
63,4.928350165174121,0.6803497023809524,37.507464955647784,0.0,1.0256209912536444e-05,724.2111835479736
64,4.9043638988335925,0.6808333333333333,39.01874196370443,0.0,1.0201516034985423e-05,722.8214204311371
65,4.8811953174500236,0.6809350198412698,36.60404502868652,0.0,1.0155218658892128e-05,724.006071805954
66,4.858378524269376,0.6809672619047619,37.65228876749674,0.0,1.0116618075801751e-05,728.1795251369476
67,4.836149822132928,0.6815079365079365,37.03928382873535,0.0,1.0085014577259477e-05,726.0756030082703
68,4.811828257583437,0.681969246031746,37.43644485473633,0.0,1.0059708454810497e-05,724.8717706203461
69,4.78793377717336,0.6820213293650793,38.443980662028,0.0,1.004e-05,735.9052035808563
70,4.76409132594154,0.6820510912698413,37.898759078979495,0.0,1.0025189504373178e-05,727.0192980766296
71,4.747333167734601,0.6820659722222222,38.28572354634603,0.0,1.0014577259475219e-05,771.4836916923523
72,4.72558092094603,0.682782738095238,37.99117034912109,0.0,1.0007463556851312e-05,725.5823783874512
73,4.7064837956996195,0.6829241071428571,37.07306844075521,0.0,1.0003148688046647e-05,729.9944550991058
74,4.68727383448964,0.6827901785714285,37.236813354492185,0.0,1.0000932944606415e-05,722.4877734184265
75,4.665613790693738,0.6828546626984127,37.6968576558431,0.0,1.0000116618075803e-05,722.4804916381836
