epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
47,18.242343142524597,0.34535962301587303,27.24911785969692,0.0,1.588083526234568e-05,785.3684105873108
48,18.23457548686436,0.3469766865079365,27.252132449529867,0.0,1.529320987654321e-05,736.6085011959076
49,18.22841257776533,0.3479513888888889,27.252737247838382,0.0,1.4746093750000002e-05,728.1871967315674
50,18.219224444798062,0.35003224206349204,27.23717836363126,0.0,1.4238040123456793e-05,771.5702214241028
51,18.213033446811494,0.3515352182539683,27.232518322699892,0.0,1.3767602237654322e-05,739.4014689922333
52,18.206960455879333,0.35307539682539685,27.233658934061506,0.0,1.3333333333333335e-05,723.2118899822235
53,18.196148412189785,0.3545535714285714,27.236622211152472,0.0,1.2933786651234568e-05,762.5077455043793
54,18.190993073629954,0.3557787698412698,27.23330362708168,0.0,1.2567515432098766e-05,778.4375441074371
55,18.182520561521017,0.35764632936507934,27.22982006579374,0.0,1.2233072916666667e-05,774.929993391037
56,18.17188196727208,0.3587748015873016,27.222443555308654,0.0,1.1929012345679014e-05,1134.6120812892914
57,18.167977218779306,0.3599875992063492,27.227032298535374,0.0,1.1653886959876544e-05,659.9020431041718
58,18.161260068681504,0.36187748015873017,27.218674634410217,0.0,1.1406250000000001e-05,627.10990858078
59,18.15872633737231,0.3637152777777778,27.226673548200488,0.0,1.1184654706790125e-05,627.719288110733
60,18.15954051850334,0.3640724206349206,27.217543154691175,0.0,1.0987654320987656e-05,622.4483065605164
61,18.145717030933927,0.3652157738095238,27.222120588859624,0.0,1.0813802083333334e-05,646.7253963947296
62,18.13881973190913,0.3661904761904762,27.22343657502031,0.0,1.0661651234567902e-05,636.4114286899567
63,18.128676717243497,0.36790922619047617,27.223161933696375,0.0,1.0529755015432099e-05,702.1832854747772
64,18.12749880715022,0.368499503968254,27.22622697543254,0.0,1.0416666666666668e-05,633.4485352039337
65,18.122336564442467,0.3697420634920635,27.221230380303037,0.0,1.0320939429012347e-05,618.0614783763885
66,18.122043862267144,0.36963541666666666,27.217655654502124,0.0,1.0241126543209876e-05,626.2230710983276
67,18.11657128727625,0.372906746031746,27.215769168549933,0.0,1.017578125e-05,619.9589810371399
68,18.113688614254905,0.37363343253968256,27.221446383315904,0.0,1.0123456790123458e-05,650.1895544528961
69,18.105823751177105,0.3741220238095238,27.21742960837035,0.0,1.0082706404320988e-05,641.5694346427917
70,18.101037911914645,0.3746750992063492,27.219632731074782,0.0,1.0052083333333335e-05,645.7280645370483
71,18.09483830906096,0.3760292658730159,27.219271145035734,0.0,1.0030140817901235e-05,630.7813196182251
72,18.086743772294785,0.3762177579365079,27.218477063474403,0.0,1.0015432098765432e-05,615.1627206802368
73,18.082320106597173,0.3771825396825397,27.21728329953894,0.0,1.0006510416666668e-05,609.4937655925751
74,18.076382701359098,0.37910714285714286,27.21683252385232,0.0,1.000192901234568e-05,638.4687240123749
75,18.07942079029386,0.37980654761904764,27.21389426172307,0.0,1.000024112654321e-05,608.395439863205
