epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,16.918420723203628,0.0918625992063492,18.32825962843093,0.0,3.3333333333333335e-05,1643.9704196453094
2,12.619407264770024,0.03330109126984127,16.670245297187197,0.0,6.666666666666667e-05,731.532872915268
3,12.560973758697509,0.025188492063492062,17.17708126844558,0.0,0.0001,711.2185909748077
4,12.506742455467345,0.026686507936507935,16.349032613028466,0.0,0.0001,728.3620784282684
5,12.464745558935498,0.029375,16.33956586787131,0.0,9.289815015892447e-05,754.1524381637573
6,12.455336346550594,0.029650297619047618,16.455730269440508,0.0,8.618008805006614e-05,724.9782371520996
7,12.303464525464982,0.028891369047619048,19.154317315700833,0.0,7.983515290308568e-05,721.5777907371521
8,12.141279376953367,0.03193700396825397,18.88053256009532,0.0,7.385268394764377e-05,724.9196798801422
9,12.09557981339712,0.03386904761904762,19.230224879442062,0.0,6.822202041340099e-05,713.7054402828217
10,12.069301595233735,0.03571428571428571,17.915030487870748,0.0,6.293250153001797e-05,744.1666717529297
11,12.050476107218909,0.037936507936507935,18.174284150115156,0.0,5.797346652715534e-05,688.20858335495
12,12.027398716911437,0.040146329365079364,18.627097560241157,0.0,5.333425463447377e-05,689.1381969451904
13,12.00553654534476,0.04159722222222222,18.474037271685305,0.0,4.900420508163387e-05,758.0893533229828
14,11.985411716491457,0.04268601190476191,18.41784225733934,0.0,4.497265709829625e-05,761.1511018276215
15,11.963812645200699,0.04324652777777778,17.94947288310633,0.0,4.122894991412156e-05,766.7198944091797
16,11.952140329754542,0.043643353174603175,17.781103134155273,0.0,3.776242275877046e-05,724.7297058105469
17,11.940795059052725,0.04431051587301587,17.916503163565576,0.0,3.456241486190355e-05,729.3892385959625
18,11.926133258759029,0.04497767857142857,18.544194061144264,0.0,3.161826545318145e-05,713.700097322464
19,11.913532230286371,0.04494543650793651,17.828140056238766,0.0,2.891931376226482e-05,701.2297520637512
20,11.904059746151878,0.045027281746031746,17.898200313601873,0.0,2.6454899018814283e-05,727.3456597328186
21,11.89405074210394,0.04534722222222222,17.657440050513344,0.0,2.4214360452490476e-05,735.8804488182068
22,11.885210305168515,0.045654761904761906,17.66675414026311,0.0,2.218703729295402e-05,728.2071034908295
23,11.879064975163294,0.04584325396825397,17.68180038654699,0.0,2.036226876986556e-05,702.7202436923981
24,11.8737524777367,0.046334325396825395,17.780638382498143,0.0,1.872939411288571e-05,698.3065886497498
25,11.869394292225913,0.04676339285714286,17.79059448917355,0.0,1.7277752551675125e-05,709.6487417221069
26,11.865000756127493,0.04673363095238095,18.059882577541654,0.0,1.5996683315894418e-05,695.7630264759064
27,11.861639162699381,0.047204861111111114,17.713033979972906,0.0,1.4875525635204236e-05,735.343231678009
28,11.855142109583294,0.04715525793650794,17.82016722079927,0.0,1.3903618739265195e-05,758.2047712802887
29,11.854906064896356,0.047718253968253965,17.94620186459702,0.0,1.3070301857737945e-05,714.2634754180908
30,11.848640761451115,0.04794642857142857,17.677311213670578,0.0,1.2364914220283102e-05,803.8302924633026
31,11.844712632648529,0.04819940476190476,17.922700595011754,0.0,1.1776795056561311e-05,804.0879375934601
32,11.841867872873943,0.04853422619047619,17.784557815146655,0.0,1.1295283596233195e-05,771.7881879806519
33,11.840756130824014,0.04891121031746032,17.9444481503647,0.0,1.0909719068959392e-05,786.7866508960724
34,11.835533260769314,0.04933035714285714,17.64456126120238,0.0,1.0609440704400529e-05,776.7393023967743
35,11.833285221977839,0.0495014880952381,17.796721264324358,0.0,1.0383787732217243e-05,720.6258475780487
36,11.829741558952938,0.04999255952380952,17.889015450941777,0.0,1.0222099382070164e-05,748.8270049095154
37,11.830768201161945,0.04988839285714286,17.789593350570815,0.0,1.0113714883619925e-05,747.0935914516449
38,11.829639591338143,0.050282738095238096,17.946610442305033,0.0,1.0047973466527155e-05,838.8041038513184
39,11.82599548279293,0.05017857142857143,17.67381700161284,0.0,1.0014214360452492e-05,880.7826056480408
40,11.824578281735617,0.050240575396825395,17.643403703132563,0.0,1.0001776795056562e-05,950.0846729278564
